Reporting Account Name,Cusip,Security Description1,Security Description2,Coupon Rate,Maturity Date,Shares,Base Cost,Base Market Value,Base Unrealized Gain/Loss,Holdings As Of Date,Acctg Status Update (CDT),Price Date,Income Rate Type Desc,Payment Frequency Desc,Issuer Name,Base Issuer Name,Ticker,5500 Category Description,Asset Type Description,S&P Base LT Rating,S&P Parent LT Rating,S&P Ultimate LT Rating,S&P Quality Rating - Non GRS,Moody's Base LT Rating,Moody's Parent LT Rating,Moody's Ultimate LT Rating,Moody Quality Rating - Non GRS,Fitch Base LT Rating,Fitch Base ST Rating,Fitch Parent LT Rating,Fitch Parent ST Rating,Fitch Ultimate LT Rating,Fitch Ultimate ST Rating,Fair Value Hierarchy Level,Frequency Requirement,Frequency Requirement Desc,Income Rate Type,Issue Type Description,Payment Frequency,Price Source,Price Source Description,Price Type Description,Security Type,Security Type Description,Current Yield,Modified Duration,Yield to Call,Yield to Maturity,Option Adjusted Duration,YTM At Book,YTM At Market
MILLENNIUM TTF FI,3133ENYK0,FEDERAL FARM CR BK CONS BD,4.450% 06/08/2032 DD 06/08/22,0.04,6/8/32,"10,000,000.00","10,000,000.00","9,174,100.00","-825,900.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,A3,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,G,MBS - MORTGAGE BACKED,4.86,,468.54,5.68,,0.00,0.00
MILLENNIUM TTF FI,46514VDU4,ISRAEL ST,5.040% 10/01/2027 DD 10/15/22,0.05,10/1/27,"5,000,000.00","5,000,000.00","4,935,800.00","-64,200.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,INTEREST AT MAT OR NO INTEREST,ISRAEL ST,ISRAEL ST,,OTHER INVESTMENTS,NON-US GOVERNMENT BONDS,,,,,,,,,,,,,,,2.00,D,DAILY,F,CORP-GOVT,0,T,IDSI,CLOSE,B,BOND,5.11,,19.99,5.40,,0.00,0.00
MILLENNIUM TTF FI,68389XAU9,ORACLE CORP,3.400% 07/08/2024 DD 07/08/14,0.03,7/8/24,"10,000,000.00","9,989,700.00","9,811,300.00","-178,400.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,Oracle Corp,Oracle Corp,ORCL,CORPORATE DEBT INSTRUMENTS,TECHNOLOGY,BBB,BBB,BBB,BBB,Baa2,Baa2,Baa2,A1,BBB,F2,BBB,F2,BBB,F2,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,3.46,,7.04,5.86,,0.00,0.00
MILLENNIUM TTF FI,713448FR4,PEPSICO INC,4.450% 05/15/2028 DD 02/15/23,0.04,5/15/28,"5,000,000.00","4,993,300.00","4,907,650.00","-85,650.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL LONG,PepsiCo Inc,PepsiCo Inc,PEP,CORPORATE DEBT INSTRUMENTS,FOOD BEVERAGE & TOBACCO,A+,A+,A+,A+,A1,A1,A1,BAA1,WD,WD,WD,WD,WD,WD,2.00,D,DAILY,F,CORP-GOVT,2,T,IDSI,CLOSE,B,BOND,4.54,,4.93,4.92,,0.00,0.00
MILLENNIUM TTF FI,46514TNH7,ISRAEL ST,1.020% 08/01/2024 DD 08/01/21,0.01,8/1/24,"3,800,000.00","3,800,000.00","3,670,002.00","-129,998.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,ISRAEL ST,ISRAEL ST,,OTHER INVESTMENTS,NON-US GOVERNMENT BONDS,,,,,,,,,,,,,,,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,1.06,,43.45,5.22,,0.00,0.00
MILLENNIUM TTF FI,438516BW5,HONEYWELL INTERNATIONAL INC,2.300% 08/15/2024 DD 08/08/19,0.02,8/15/24,"3,000,000.00","2,993,790.00","2,916,420.00","-77,370.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL LONG,Honeywell International Inc,Honeywell International Inc,HON,CORPORATE DEBT INSTRUMENTS,TECHNOLOGY,A,A,A,A,A2,A2,A2,A2,A,F1,A,F1,A,F1,2.00,D,DAILY,F,CORP-GOVT,2,T,IDSI,CLOSE,B,BOND,2.37,,6.04,5.68,,0.00,0.00
MILLENNIUM TTF FI,478160CJ1,JOHNSON & JOHNSON,2.625% 01/15/2025 DD 11/10/17,0.03,1/15/25,"5,000,000.00","4,999,150.00","4,837,550.00","-161,600.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL LONG,Johnson & Johnson,Johnson & Johnson,JNJ,CORPORATE DEBT INSTRUMENTS,HEALTH CARE,AAA,AAA,AAA,AAA,Aaa,Aaa,Aaa,AAA,WD,WD,WD,WD,WD,WD,2.00,D,DAILY,F,CORP-GOVT,2,T,IDSI,CLOSE,B,BOND,2.72,,5.69,5.30,,0.00,0.00
MILLENNIUM TTF FI,,DREYFUS GOVT CAS MGMT INST 289,VAR RT  12/31/2075 DD 06/03/97,0.05,12/31/75,"78,731,115.62","78,731,115.62","78,731,115.62",0.00,9/29/23,9/29/2023 10:34:22 PM,9/29/23,VARIABLE RATE,MONTHLY,Bank of New York Mellon Corp/The,Dreyfus Government Cash Management Funds,,REGISTERED INVESTMENT COMPANIES,SHORT TERM INVESTMENT FUNDS (US REGULATED),,NR,A,,,WR,A1,,,,NR,NR,AA-,F1+,1.00,O,NOT APPLICABLE,V,MUT-FUND,5,BV,BOOK VALUE,,B,BOND,,,0.96,,,0.00,0.00
MILLENNIUM TTF FI,3133ENWU0,FEDERAL FARM CR BK CONS BD,4.300% 05/17/2032 DD 05/17/22,0.04,5/17/32,"5,000,000.00","5,000,000.00","4,551,550.00","-448,450.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,NR,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,G,MBS - MORTGAGE BACKED,4.73,,509.75,5.64,,0.00,0.00
MILLENNIUM TTF FI,808513BS3,CHARLES SCHWAB CORP/THE,2.300% 05/13/2031 DD 05/13/21,0.02,5/13/31,"5,000,000.00","4,990,250.00","3,868,000.00","-1,122,250.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,Charles Schwab Corp/The,Charles Schwab Corp/The,SCHW,CORPORATE DEBT INSTRUMENTS,BANKING & FINANCE,A-,A-,A-,A-,A2,A2,A2,A2,A,F1,A,F1,A,F1,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,2.97,,6.17,6.06,,0.00,0.00
MILLENNIUM TTF FI,3133EMBH4,FEDERAL FARM CR BK CONS BD,0.530% 09/29/2025 DD 09/29/20,0.01,9/29/25,"20,000,000.00","19,980,000.00","18,232,600.00","-1,747,400.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,AA3,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,0.58,,"2,048.62",5.31,,0.00,0.00
MILLENNIUM TTF FI,58013MFS8,MCDONALD'S CORP,4.600% 09/09/2032 DD 09/09/22,0.05,9/9/32,"2,000,000.00","1,991,120.00","1,882,080.00","-109,040.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,McDonald's Corp,McDonald's Corp,MCD,CORPORATE DEBT INSTRUMENTS,RETAIL,BBB+,BBB+,BBB+,BBB+,Baa1,Baa1,Baa1,AAA,WD,NR,WD,NR,WD,NR,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,4.90,,5.50,5.48,,0.00,0.00
MILLENNIUM TTF FI,437076CS9,HOME DEPOT INC/THE,4.500% 09/15/2032 DD 09/19/22,0.05,9/15/32,"1,500,000.00","1,498,215.00","1,415,415.00","-82,800.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,Home Depot Inc/The,Home Depot Inc/The,HD,CORPORATE DEBT INSTRUMENTS,RETAIL,A,A,A,A,A2,A2,A2,A2,A,F1,A,F1,A,F1,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,4.77,,5.31,5.29,,0.00,0.00
MILLENNIUM TTF FI,037833DX5,APPLE INC,0.550% 08/20/2025 DD 08/20/20,0.01,8/20/25,"3,000,000.00","2,992,920.00","2,751,780.00","-241,140.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,Apple Inc,Apple Inc,AAPL,CORPORATE DEBT INSTRUMENTS,TECHNOLOGY,AA+,AA+,AA+,AA+,Aaa,Aaa,Aaa,,,,,,,,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,0.60,,5.45,5.23,,0.00,0.00
MILLENNIUM TTF FI,911312BZ8,UNITED PARCEL SERVICE INC,4.875% 03/03/2033 DD 02/27/23,0.05,3/3/33,"5,000,000.00","4,998,400.00","4,819,300.00","-179,100.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL LONG,United Parcel Service Inc,United Parcel Service Inc,UPS,CORPORATE DEBT INSTRUMENTS,TRANSPORTATION,A,A,A,A,A2,A2,A2,,,,,,,,2.00,D,DAILY,F,CORP-GOVT,2,T,IDSI,CLOSE,B,BOND,5.08,,5.42,5.41,,0.00,0.00
MILLENNIUM TTF FI,24422EWL9,JOHN DEERE CAPITAL CORP,4.350% 09/15/2032 DD 09/08/22,0.04,9/15/32,"1,000,000.00","997,260.00","930,150.00","-67,110.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL LONG,Deere & Co,John Deere Capital Corp,DE,CORPORATE DEBT INSTRUMENTS,BANKING & FINANCE,A,,A,A,A2,,A2,A2,A+,F1,,,A+,F1,2.00,D,DAILY,F,CORP-GOVT,2,T,IDSI,CLOSE,B,BOND,4.68,,5.36,5.36,,0.00,0.00
MILLENNIUM TTF FI,3133EPVS1,FEDERAL FARM CR BK CONS BD,5.290% 09/15/2027 DD 09/15/23,0.05,9/15/27,"10,000,000.00","10,000,000.00","9,967,900.00","-32,100.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,G,MBS - MORTGAGE BACKED,5.31,,,5.38,,0.00,0.00
MILLENNIUM TTF FI,59156RBD9,METLIFE INC,4.125% 08/13/2042 DD 08/13/12,0.04,8/13/42,"3,000,000.00","2,981,070.00","2,347,560.00","-633,510.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,MetLife Inc,MetLife Inc,MET,CORPORATE DEBT INSTRUMENTS,INSURANCE,A-,A-,A-,A-,A3,A3,A3,A3,A,F1,A,F1,A,F1,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,5.28,,6.09,6.09,,0.00,0.00
MILLENNIUM TTF FI,3130AMU67,FEDERAL HOME LN BK CONS BD,0.400% 06/28/2024 DD 06/28/21,0.00,6/28/24,"18,000,000.00","18,000,000.00","17,324,640.00","-675,360.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Home Loan Banks,FHLB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,NR,,,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,0.42,,16.32,5.69,,0.00,0.00
MILLENNIUM TTF FI,3133ELCK8,FEDERAL FARM CR BK CONS BD,2.580% 12/04/2034 DD 12/04/19,0.03,12/4/34,"10,000,000.00","10,000,000.00","7,629,700.00","-2,370,300.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,A2,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,3.35,,26.37,5.33,,0.00,0.00
MILLENNIUM TTF FI,3133EMWH1,FEDERAL FARM CR BK CONS BD,0.710% 04/21/2025 DD 04/21/21,0.01,4/21/25,"20,000,000.00","19,990,000.00","18,630,400.00","-1,359,600.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,AAA,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,G,MBS - MORTGAGE BACKED,0.76,,393.28,5.52,,0.00,0.00
MILLENNIUM TTF FI,46513JEB3,ISRAEL ST,2.280% 02/01/2025 DD 02/01/20,0.02,2/1/25,"2,500,000.00","2,500,000.00","2,405,175.00","-94,825.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,ISRAEL ST,ISRAEL ST,,OTHER INVESTMENTS,NON-US GOVERNMENT BONDS,,,,,,,,,,,,,,,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,2.37,,49.15,5.24,,0.00,0.00
MILLENNIUM TTF FI,91282CGV7,U S TREASURY NOTE,3.750% 04/15/2026 DD 04/15/23,0.04,4/15/26,"10,000,000.00","9,873,437.50","9,726,600.00","-146,837.50",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,United States Treasury Note/Bond,T,U. S. GOVERNMENT SECURITIES,US GOVERNMENTS,AA+,AA+,AA+,,Aaa,Aaa,Aaa,,AA+,F1+,AA+,F1+,AA+,F1+,1.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,3.86,,4.94,4.94,,0.00,0.00
MILLENNIUM TTF FI,3133EMSW3,FEDERAL FARM CR BK CONS BD,1.400% 03/10/2028 DD 03/10/21,0.01,3/10/28,"17,500,000.00","17,500,000.00","15,010,975.00","-2,489,025.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,AAA,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,G,MBS - MORTGAGE BACKED,1.63,,842.26,4.96,,0.00,0.00
MILLENNIUM TTF FI,3133ENFF2,FEDERAL FARM CR BK CONS BD,2.040% 12/01/2031 DD 12/01/21,0.02,12/1/31,"10,000,000.00","9,990,000.00","7,856,300.00","-2,133,700.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,AAA,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,G,MBS - MORTGAGE BACKED,2.61,,"1,415.24",5.35,,0.00,0.00
MILLENNIUM TTF FI,91282CGL9,U S TREASURY NOTE,4.000% 02/15/2026 DD 02/15/23,0.04,2/15/26,"10,000,000.00","9,929,296.88","9,788,700.00","-140,596.88",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,United States Treasury Note/Bond,T,U. S. GOVERNMENT SECURITIES,US GOVERNMENTS,AA+,AA+,AA+,,Aaa,Aaa,Aaa,AA2,AA+,F1+,AA+,F1+,AA+,F1+,1.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,4.09,,4.99,4.99,,0.00,0.00
MILLENNIUM TTF FI,91282CFB2,U S TREASURY NOTE,2.750% 07/31/2027 DD 07/31/22,0.03,7/31/27,"10,000,000.00","9,853,906.25","9,316,400.00","-537,506.25",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,United States Treasury Note/Bond,T,U. S. GOVERNMENT SECURITIES,US GOVERNMENTS,AA+,AA+,AA+,,Aaa,Aaa,Aaa,AA3,AA+,F1+,AA+,F1+,AA+,F1+,1.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,2.96,,4.76,4.76,,0.00,0.00
MILLENNIUM TTF FI,3133EN5C0,FEDERAL FARM CR BK CONS BD,5.370% 12/27/2028 DD 12/27/22,0.05,12/27/28,"10,000,000.00","10,000,000.00","9,731,600.00","-268,400.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,NR,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,G,MBS - MORTGAGE BACKED,5.52,,16.47,5.97,,0.00,0.00
MILLENNIUM TTF FI,713448EQ7,PEPSICO INC,2.250% 03/19/2025 DD 03/19/20,0.02,3/19/25,"3,500,000.00","3,497,515.00","3,343,830.00","-153,685.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,PepsiCo Inc,PepsiCo Inc,PEP,CORPORATE DEBT INSTRUMENTS,FOOD BEVERAGE & TOBACCO,A+,A+,A+,A+,A1,A1,A1,BAA1,WD,WD,WD,WD,WD,WD,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,2.36,,5.65,5.46,,0.00,0.00
MILLENNIUM TTF FI,3133EMLR1,FEDERAL FARM CR BK CONS BD,0.500% 12/23/2025 DD 12/23/20,0.01,12/23/25,"9,000,000.00","8,997,300.00","8,107,110.00","-890,190.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,AAA,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,0.56,,576.16,5.34,,0.00,0.00
MILLENNIUM TTF FI,594918BX1,MICROSOFT CORP,2.875% 02/06/2024 DD 02/06/17,0.03,2/6/24,"5,000,000.00","4,993,400.00","4,952,600.00","-40,800.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,Microsoft Corp,Microsoft Corp,MSFT,CORPORATE DEBT INSTRUMENTS,TECHNOLOGY,AAA,AAA,AAA,AAA,Aaa,Aaa,Aaa,,WD,WD,WD,WD,WD,WD,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,2.90,,7.97,5.59,,0.00,0.00
MILLENNIUM TTF FI,3133EPAT2,FEDERAL FARM CR BK CONS BD,5.600% 02/14/2030 DD 02/14/23,0.06,2/14/30,"10,000,000.00","10,000,000.00","9,729,200.00","-270,800.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,G,MBS - MORTGAGE BACKED,5.77,,164.27,6.18,,0.00,0.00
MILLENNIUM TTF FI,037833EC0,APPLE INC,1.200% 02/08/2028 DD 02/08/21,0.01,2/8/28,"10,000,000.00","9,975,900.00","8,532,200.00","-1,443,700.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,Apple Inc,Apple Inc,AAPL,CORPORATE DEBT INSTRUMENTS,TECHNOLOGY,AA+,AA+,AA+,AA+,Aaa,Aaa,Aaa,,,,,,,,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,1.41,,5.17,5.02,,0.00,0.00
MILLENNIUM TTF FI,3133ELQ49,FEDERAL FARM CR BK CONS BD,0.700% 06/30/2025 DD 06/30/20,0.01,6/30/25,"13,000,000.00","13,000,000.00","11,999,520.00","-1,000,480.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,WR,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,0.76,,440.71,5.48,,0.00,0.00
MILLENNIUM TTF FI,3128PSSZ1,FHLMC   POOL #J1-3236,3.500% 10/01/2025 DD 10/01/10,0.04,10/1/25,"122,165.40","126,135.77","119,621.92","-6,513.85",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,MONTHLY,United States of America,Freddie Mac Gold Pool,FG,U. S. GOVERNMENT SECURITIES,FHLMC POOLS,,NR,AA+,,,Aaa,Aaa,,,,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,FHLMC,5,IC,ICE-CMO,CLOSE,G,MBS - MORTGAGE BACKED,3.58,,5.89,5.89,,0.00,0.00
MILLENNIUM TTF FI,037833EB2,APPLE INC,0.700% 02/08/2026 DD 02/08/21,0.01,2/8/26,"6,000,000.00","5,986,500.00","5,410,620.00","-575,880.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,Apple Inc,Apple Inc,AAPL,CORPORATE DEBT INSTRUMENTS,TECHNOLOGY,AA+,AA+,AA+,AA+,Aaa,Aaa,Aaa,AAA,,,,,,,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,0.78,,5.41,5.24,,0.00,0.00
MILLENNIUM TTF FI,037833CG3,APPLE INC,3.000% 02/09/2024 DD 02/09/17,0.03,2/9/24,"5,000,000.00","4,997,800.00","4,951,950.00","-45,850.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,Apple Inc,Apple Inc,AAPL,CORPORATE DEBT INSTRUMENTS,TECHNOLOGY,AA+,AA+,AA+,AA+,Aaa,Aaa,Aaa,B1,,,,,,,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,3.03,,7.93,5.68,,0.00,0.00
MILLENNIUM TTF FI,548661EL7,LOWE'S COS INC,5.000% 04/15/2033 DD 09/08/22,0.05,4/15/33,"1,500,000.00","1,496,220.00","1,412,220.00","-84,000.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL LONG,Lowe's Cos Inc,Lowe's Cos Inc,LOW,CORPORATE DEBT INSTRUMENTS,RETAIL,BBB+,BBB+,BBB+,BBB+,Baa1,Baa1,Baa1,BAA1,WD,WD,WD,WD,WD,WD,2.00,D,DAILY,F,CORP-GOVT,2,T,IDSI,CLOSE,B,BOND,5.32,,5.84,5.82,,0.00,0.00
MILLENNIUM TTF FI,3135G06R9,FEDERAL NATL MTG ASSN,0.550% 01/28/2026 DD 01/28/21,0.01,1/28/26,"15,000,000.00","15,000,000.00","13,471,500.00","-1,528,500.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal National Mortgage Association,FNMA,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,BAA1,AA+,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,0.61,,138.44,5.31,,0.00,0.00
MILLENNIUM TTF FI,3134GXHY3,FEDERAL HOME LN MTG CORP,0.750% 06/23/2026 DD 12/23/20,0.01,6/23/26,"14,000,000.00","13,866,720.00","12,445,160.00","-1,421,560.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Home Loan Mortgage Corp,FHLMC,U. S. GOVERNMENT SECURITIES,US AGENCIES,NR,,AA+,,Aaa,,Aaa,WR,AA+,F1+,,,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,0.85,,54.31,5.21,,0.00,0.00
MILLENNIUM TTF FI,907818GB8,UNION PACIFIC CORP,4.500% 01/20/2033 DD 09/09/22,0.05,1/20/33,"5,000,000.00","4,983,050.00","4,655,300.00","-327,750.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL,Union Pacific Corp,Union Pacific Corp,UNP,CORPORATE DEBT INSTRUMENTS,TRANSPORTATION,A-,A-,A-,A-,A3,A3,A3,A1,A-,F1,A-,F1,A-,F1,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,4.84,,5.49,5.46,,0.00,0.00
MILLENNIUM TTF FI,88579YBG5,3M CO,3.375% 03/01/2029 DD 02/22/19,0.03,3/1/29,"5,000,000.00","4,998,250.00","4,468,200.00","-530,050.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL LONG,3M Co,3M Co,MMM,CORPORATE DEBT INSTRUMENTS,CAPITAL GOODS,BBB+,BBB+,BBB+,BBB+,A2,A2,A2,AAA,,,,,,,2.00,D,DAILY,F,CORP-GOVT,2,T,IDSI,CLOSE,B,BOND,3.78,,5.80,5.69,,0.00,0.00
MILLENNIUM TTF FI,097023BU8,BOEING CO/THE,2.800% 03/01/2027 DD 02/16/17,0.03,3/1/27,"5,000,000.00","4,884,900.00","4,526,400.00","-358,500.00",9/29/23,9/29/2023 10:34:22 PM,9/29/23,FIXED RATE,SEMI-ANNUAL LONG,Boeing Co/The,Boeing Co/The,BA,CORPORATE DEBT INSTRUMENTS,AEROSPACE & DEFENSE,BBB-,BBB-,BBB-,BBB-,Baa2,Baa2,Baa2,,BBB-,F3,BBB-,F3,BBB-,F3,2.00,D,DAILY,F,CORP-GOVT,2,T,IDSI,CLOSE,B,BOND,3.09,,6.07,5.84,,0.00,0.00
